FID,数量,X,Y
544,4,117.117944698000002,34.254127137499999
545,4,117.116577766999995,34.256072864600000
546,4,117.116561684000004,34.256074787499998
547,4,117.116253862999997,34.251548216899998
548,4,117.117654517000005,34.251797327299997
549,2,117.117347799000001,34.251218015900001
550,4,117.128203009000003,34.266128977800001
551,4,117.131693362999997,34.257277052200003
552,4,117.131801447000001,34.256771510599997
553,4,117.131287341000004,34.252793725300002
554,4,117.148890249999994,34.262610111999997
555,4,117.149694703999998,34.262649680400003
556,4,117.146817941999998,34.261710949700003
557,4,117.145070282000006,34.261119115100001
558,4,117.145992571999997,34.261199117399997
559,4,117.147161883999999,34.261257349300003
560,4,117.145777242999998,34.260642750300001
561,4,117.146674857999997,34.260659806699998
562,4,117.147332994999999,34.260821211100001
563,4,117.148752361999996,34.261279999599999
564,2,117.151722276000001,34.260660033999997
565,2,117.151214566999997,34.261087612399997
566,2,117.151620598999997,34.261630936600000
567,2,117.151551127000005,34.261337642800001
568,2,117.150533999000004,34.260069135099997
569,4,117.151339906000004,34.259910838700002
570,2,117.151286253999999,34.259288168700003
571,4,117.150069529000007,34.259208487700000
572,2,117.151799099000002,34.258516590399999
573,4,117.149499437000003,34.258234587499999
574,2,117.151031716000006,34.256580118800002
575,4,117.151428256000003,34.256187275800002
576,4,117.150616002000007,34.255937959000001
577,4,117.150557759999998,34.255897481500000
578,4,117.147674683999995,34.257002909699999
579,4,117.147647539000005,34.256263529300000
580,4,117.148337674000004,34.256670566499999
581,4,117.148782500999999,34.256429121600000
582,4,117.147607476000005,34.257732631499998
583,4,117.146763444000001,34.258198536400002
584,4,117.147700518999997,34.258125853999999
585,4,117.149211977999997,34.258822844000001
586,4,117.147720694000000,34.258612366800001
587,4,117.146781676000003,34.258644860499999
588,2,117.147034441000002,34.259948467500003
589,2,117.147694356000002,34.259814580600001
590,3,117.147752613999998,34.259289074000002
591,4,117.148638293999994,34.259753105500003
592,4,117.149182538000005,34.259420285099999
593,4,117.146448464000002,34.259870465100001
594,4,117.145393038999998,34.259767881400002
595,4,117.145905028000001,34.259810206600001
596,4,117.144926618000000,34.258378522199997
597,4,117.145312462999996,34.257792577700002
598,2,117.145792404999995,34.256890041299997
599,2,117.145788323000005,34.256522248099998
600,4,117.146442235999999,34.257111051000003
601,4,117.146406107999994,34.256154627800001
602,2,117.146116706000001,34.255966537699997
603,2,117.146729562999994,34.256652522099998
604,4,117.143493785000004,34.258202031499998
605,2,117.144172893999993,34.257603949999996
606,4,117.143563229999998,34.257629503499999
607,4,117.142842012000003,34.258580610800003
608,2,117.142271024999999,34.258638997399999
609,4,117.142021697000004,34.258137916199999
610,2,117.141062800000000,34.257789830299998
611,2,117.141666876000002,34.257525997999998
612,4,117.142309255000001,34.257220424200000
613,4,117.142161364000003,34.256394838600002
614,4,117.140695754999996,34.256041610899999
615,2,117.141273792999996,34.256430211599998
616,2,117.141712486000003,34.256973531400000
617,4,117.187936213000000,34.229434242000004
618,4,117.126753339000004,34.294180795999999
619,4,117.126269889000000,34.295195001200000
620,4,117.116259212000003,34.294287279000002
621,4,117.116140385999998,34.293144408499998
622,4,117.116822950000000,34.292956760400003
623,4,117.116224517999996,34.292384073599997
624,4,117.116932797999993,34.291884894200003
